,amp1mean,amp100dstd,amp10dstd,amp100dmean,power5,amp1dskew,amp100dkurt,amp10skew,power2,power1,amp1000std,amp1000dskew,amp1skew,amp100skew,amp10dskew,amp10std,amp1000dstd,power9,power4,amp100kurt,power10,power7,amp10dkurt
RageAgainstTheMachine\01 Bombtrack.mp3,0.2799188025496949,0.16719201488958393,-0.7285679049396003,0.9540575458344678,-0.2686085477188066,-0.16168512653218078,0.1738949611429945,-0.7367489352681659,-0.3955563618491324,0.015081668856351566,0.36764646531375444,0.6396792513669365,-0.47356932031974597,0.6590571514113456,1.616961922342184,-0.13634581701704757,0.43695718286243324,-0.2553914171928006,-0.6584276496228593,0.20865923666121836,0.7335143327937026,-0.053486226491375216,-0.11805713023559929
RageAgainstTheMachine\02 Killing In the Name.mp3,0.27468421169790536,-0.3535244665514368,-0.5515647308550479,0.027442566024419853,1.3001655779998686,-0.4060931877239058,1.131919119203708,-0.01661525067555406,-1.4235951328082257,0.11794378286038165,-0.3462820915043449,-0.7014064462827776,-0.11919796136609188,0.4563487384986717,0.46910832079613674,-0.32622460900080386,-0.3619134195929523,0.9389221124641787,-0.6466042072197996,0.8676099594110538,1.897142507509806,1.0887963003527006,0.7259572808659238
RageAgainstTheMachine\03 Take the Power Back.mp3,0.254338210396448,0.03699749244965114,-0.5625047846936578,-0.5513404787830044,0.7718725020028582,-0.7747620514234348,1.3362997812660902,0.6618334727251929,-0.8339038467640755,-0.24984424801386954,-0.04251608021430436,-0.42067988865878236,-0.22273660726989286,1.0931632099430915,0.8278961496222316,-0.17007980570350822,-0.014761299153873466,0.6111978384497051,0.018927309699375432,1.4143548657575358,0.8231533693417302,0.06275510872929335,0.9982438477977496
RageAgainstTheMachine\04 Settle for Nothing.mp3,0.2662300918758987,-0.2962333400774461,-1.6267703762136791,1.4927539674504853,-0.5835094447812013,-0.4312508787534899,0.30133746820036916,-3.197728007742194,-0.32175554310645404,0.06593527164657874,-0.39743789729286655,-0.4301830873871245,-1.2928720882822111,-0.11604218747395346,-0.5504413703611796,-0.9293706401763014,-0.38227797934689994,0.14986141897722852,-0.4136817628278975,0.48178865055756886,0.9126187457631967,0.4068046696392543,2.4337202044649517
RageAgainstTheMachine\05 Bullet In the Head.mp3,0.2022645337981635,0.5844218798448618,-0.1826092792372744,-0.2256908508699248,0.10526586413811455,-0.4577340157269726,-0.6540518768576649,0.25285825605497825,-1.58948141811986,0.8497045949936829,0.18547798540198024,0.5119435611835864,-0.2674656518455484,0.17710629708017156,3.2631406035930564,0.29628176607213963,0.19999709763565632,-0.34641292863635814,0.18585510437468483,-0.60336587450796,0.810237372097461,0.42095122862788376,0.4461202612810774
RageAgainstTheMachine\06 Know Your Enemy.mp3,0.2528499536577525,-0.447669857846733,-1.0144647517293082,-1.3227716908315759,1.491484665916475,-0.9252221936428762,0.3193436828166493,-1.518920330699103,-1.2950993027470763,0.043888665825450146,-0.27038940327665006,1.326506797240286,-1.0966857510216106,-0.4690289589541613,1.7557427404827328,-0.6372597541439025,-0.23293371225418372,0.40717319383097617,-0.006625598732815684,0.3216882872688165,0.8759496316406167,0.9510961228782882,0.8157093163769641
RageAgainstTheMachine\07 Wake Up.mp3,0.25127419921549615,-0.10671161842286667,-0.746767298822339,-0.1143671501776745,1.4625660497913164,-0.2842255851672054,0.1700980583711809,0.5014507499829054,-1.5952868801106048,0.5321277358726408,-0.2931259498499661,-0.5275648212887761,-0.11815679290507264,1.1511545150945623,0.21147357896405422,-0.31298409724492904,-0.25271290992550816,-0.2946103297906288,0.1610687372801264,0.11025428908277023,0.9210742877366281,0.4739401951670651,0.027587848104133995
RageAgainstTheMachine\08 Fistful of Steel.mp3,0.267454301841787,-0.12495050084626785,-1.50970374657471,0.27840500908703475,1.0172420461396614,-0.7610500650593814,1.2216428682996403,-1.6040756433541234,-1.8611674124317816,0.7125540024600017,-0.18370775928028524,0.9230924114173099,-1.0480412395496916,0.3043027234284865,1.0519724798645715,-0.6310537588711137,-0.11956921147409715,0.4329654754020554,-0.6313571743222025,1.291212959339179,0.906361000490618,0.5294318961861142,2.9539548886522033
RageAgainstTheMachine\09 Township Rebellion.mp3,0.24065397123803517,0.016275872289528755,-1.5881028399301773,0.14563450307803175,-0.03548783347028357,-0.6116355270574511,1.0236101560975208,0.3774904701999549,0.22821752807927848,-0.11257991993012871,-0.1532289083256971,-0.21456322364940367,-0.16076433690346398,-0.1876014453634094,0.35382255031060694,-0.6615876698824594,-0.12339491619319763,-0.09767031155891841,-1.1721002940208312,1.0188210704532465,1.0086371895846484,0.4871430417142141,1.3800757511783865
RageAgainstTheMachine\10 Freedom.mp3,0.2507240891407484,0.21372790824546928,-1.5979739122571217,-1.1173890387900378,0.3098366654259015,-0.6845771373425507,0.65816126109141,2.003236221401263,-0.9050520740018199,0.4472695786524385,0.2809298983267466,-1.2607320979828773,0.5611930474810334,0.0542438663506155,0.4334361187331984,-0.47677240194605586,0.33437168127967987,0.3616749013865547,-0.798692170841449,0.6459669728920864,1.3680025825460427,0.23491975681668137,1.8665541289652647
