,amp1mean,amp1std,amp1skew,amp1kurt,amp1dmean,amp1dstd,amp1dskew,amp1dkurt,amp10mean,amp10std,amp10skew,amp10kurt,amp10dmean,amp10dstd,amp10dskew,amp10dkurt,amp100mean,amp100std,amp100skew,amp100kurt,amp100dmean,amp100dstd,amp100dskew,amp100dkurt,amp1000mean,amp1000std,amp1000skew,amp1000kurt,amp1000dmean,amp1000dstd,amp1000dskew,amp1000dkurt,power1,power2,power3,power4,power5,power6,power7,power8,power9,power10
BeastieBoys\07 An Open Letter to NYC.mp3,-7.960476666666667,8962.715064481554,0.041363250468596034,4.29860698734534,0.0014016690027816713,3017.8746970148563,0.06557814244203741,8.390818947520566,-7.960476666666667,8378.809660276944,0.046558818259211605,4.718679463460128,0.036070601176687075,4692.456116419916,-0.007218451509216759,5.731360140490385,-7.96047666666666,4274.292380514995,-0.02361899714770242,5.150513096000811,0.05776796132689171,7958.298924691205,0.07740424670659411,5.342656876446182,-7.960476666666662,330.8210292656934,-0.6343187183659652,4.996134201053266,0.17832721202003754,574.9039248201673,0.032984428846045535,4.586039574423644,0.373696422022916,0.16977631709542104,0.09412740999482477,0.06489408602830486,0.06152397091192121,0.060118304087340126,0.04789196884624964,0.04778613788237699,0.03928195975106881,0.04090342337957663
BeastieBoys\08 Root Down.mp3,-55.69595833333333,8693.524020353329,-0.08599058369117188,4.599975245677769,0.03991173318622198,3805.7488572792954,0.10039300219459597,11.496047286258948,-55.69595833333333,7589.747217159706,-0.13672911183363898,5.002541203220006,0.17645294088235977,7212.075313388835,0.0011624864578905685,5.824062214460299,-55.69595833333333,1710.5631822530208,-0.2273537930557642,5.465697807116612,-0.6022203700616655,3043.922560610071,0.11273192001160583,5.172780583741917,-55.69595833333333,173.3598643086396,-0.1500359523515533,5.172677671209245,-0.6490818030050082,297.63084286132977,0.269526407809882,4.566650497087058,0.39251695354816996,0.15606532865831563,0.0788853118056393,0.0807226757448012,0.0704719219039221,0.06307270271623112,0.05443019037977471,0.042123837671864714,0.03395312812164326,0.027757949449638032
BeastieBoys\09 Shake Your Rump.mp3,-214.898485,8499.062228005689,-0.15038814101764036,5.415739720063624,0.0026616711027851714,3622.174490521035,0.10576832356591737,7.687739662453503,-214.89848500000002,7580.141644363198,-0.21632408828777747,6.278586325531072,0.019553659227650896,5215.135872330599,0.05581497885062791,7.7316462242269,-214.898485,3292.7044917259714,-0.4090347249518467,6.21744637997428,0.08655442573763124,6086.078069271699,0.10767236928843096,6.090704729359385,-214.89848500000002,209.1867463860775,-0.5122531165910214,8.296589971566624,0.03862103505843169,344.6204924400428,0.16877220887910827,7.488771047125663,0.35807648463647196,0.1535335480521077,0.11214909992953564,0.08212312800774758,0.06569641465524544,0.06329657887134672,0.05466560374439506,0.04342753498923971,0.038637927489844535,0.028393679624065613
BeastieBoys\10 Intergalactic.mp3,-22.71904333333333,11039.945932640252,0.05037250282130386,3.1438871263309167,-0.02584504307507179,3974.943802397389,-0.06525249328714951,6.783046045407436,-22.71904333333333,10356.06954413385,0.05604602895294397,3.2921522167318003,-0.20266004433407528,5951.6413622407,-0.049846154989572906,6.32162148628499,-22.719043333333335,6142.725469660571,0.047388364942001604,3.2047686271666436,0.9976162693782341,11863.61514355739,-0.013341119184279576,3.2031956933576984,-22.719043333333328,461.6330808259753,0.26428667675499323,3.416767462018728,0.42779966611018794,735.9556605721822,0.09498329879440268,3.693244354044425,0.35765026226681756,0.124105860958207,0.09743536253133823,0.07809586432550998,0.07408325285613702,0.06835699988218327,0.058891066620845645,0.053280958292683075,0.0447966536164325,0.04330371864984586
BeastieBoys\11 Sure Shot.mp3,-94.89526333333333,10275.056681944721,0.018944538994029935,4.345078874894704,0.008451680752801255,4205.153279540918,0.015883523951535247,6.426525640227914,-94.89526333333335,8964.366943637378,0.024846038143199467,5.3977518665559785,-0.10860347672461061,7245.177490875469,-0.06674828754970451,5.85217005190003,-94.89526333333335,3753.4290835298148,-0.05028982110732799,9.410622200557622,-0.10874479079846756,7081.279965288419,-0.08068537425266464,9.397679860095419,-94.89526333333333,262.9782355253706,-1.4966852163877216,13.020273430216974,0.5723155258764594,420.8626621277155,0.3861389828407201,9.004872086110822,0.36539061469349265,0.1883259404486962,0.09450166820111389,0.07820412402121603,0.058566483869328556,0.06067410466343279,0.044090362509733576,0.04139666335348936,0.03588818994166659,0.03296184829783018
BeastieBoys\12 Body Movin' (Fatboy Slim Remix).mp3,-18.017445,8246.415953802638,0.019981495144634282,3.089649397784041,-0.01671836119726866,4088.788518874682,0.035668675827796134,4.437889999399772,-18.017445000000002,6924.067151586234,0.00937997906164912,3.466355285290649,0.03643060717678384,6140.360017639732,0.030853770544116896,3.419863354191742,-18.017445000000006,2133.2967422465917,0.04828905358427931,4.1481605413637705,-0.05357726287714556,3717.3978290189816,0.0317200333478611,4.438217069288544,-18.017445000000002,216.49997881552702,-0.06866317617751934,3.1381203685546497,0.08799332220367483,375.2097450800085,-0.0899959514677357,3.20307433395465,0.3595823147571574,0.16262909932892342,0.0988328820320282,0.09639555914028324,0.07553268217762235,0.059254091317217886,0.04195812943444428,0.03740616750727674,0.033254134349269285,0.03515493995577697
BeastieBoys\15 Fight for Your Right.mp3,5.42835,8777.952256093651,-0.03336119555721608,4.30068482329271,-0.02896338160563601,5521.032534293279,-0.03788654295881476,6.157710004548097,5.4283499999999965,7321.065995258132,-0.04217098680055898,5.432680324739235,-0.06436773946232516,5951.371819315532,-0.04374901288235394,4.547606871428391,5.428350000000002,2856.5366975418115,0.13091785656064764,14.04934007487824,0.22871478579761928,5390.932825280384,0.019863268901709585,14.909026553608006,5.42835,252.4540641366613,0.4414808462243684,6.7828120735540205,0.21953756260433988,441.5924922409923,0.23002092159660276,6.486825487869221,0.2871396458359589,0.1332883978585085,0.08034359603059739,0.08211386252742989,0.08382564354085392,0.08396770064548985,0.07767514878932527,0.06795408306890015,0.057770861470487274,0.04592106023244897
Garrett\01 Smooth Criminal 1.mp3,0.7824933333333334,6887.365199971673,-0.01634397861285345,4.497742508790718,0.025481709136181894,4276.944063259797,-0.02429221822955254,6.6764771696761605,0.7824933333333316,5572.868415447577,-0.022879917939492487,5.453697328662963,0.245962432707211,5544.153465303045,0.003797940285936677,4.397939008336664,0.7824933333333314,1567.37998852305,0.11256485150734284,15.701920359882891,-1.1001650275045913,2819.243681013612,-0.30867053503820474,16.429925218610993,0.7824933333333319,147.65117019648017,0.05709864389185436,7.03741894511834,0.15528213689482634,254.68962973295174,-0.2837283468458932,7.236498599540183,0.3379700494112558,0.13234978512108345,0.08687785418259211,0.07515307573835839,0.07888056594735941,0.06647016053674805,0.07173786683989945,0.06699137380294151,0.05066853127038855,0.03290073714937328
Garrett\02 Who Wants to Live Forever_ 1.mp3,-0.43192,6065.624180919205,-0.013982676076951748,4.133410786498685,0.010301683836139728,3505.5151594432496,-0.03466101717020719,5.545660443336896,-0.43192000000000164,4626.380339662868,-0.005000922045284176,4.37052299926839,0.026350439173988084,5480.416921401863,0.025623216038748144,4.103720274278127,-0.43191999999999797,1125.8908843766997,0.04446485441115412,9.764252563540687,-0.1137456242707136,1996.3222272925245,-0.04371989085185248,12.720764881613343,-0.4319200000000002,108.09272505478926,0.26613137931303116,4.543864566877348,-0.003233722871452583,182.96621338135262,-0.3463941845489815,4.492559759098768,0.31210927946444283,0.17657255699596427,0.08795822423381633,0.08653966400387167,0.06732497716661623,0.055187213795565716,0.0556969598100906,0.07289851510663842,0.047656823947579266,0.03805578547541498
Garrett\03 Clair de Lune 1.mp3,-0.23757166666666665,3023.311680851761,0.04342237152595513,4.400762558400395,-0.012301687169478616,1921.8702177789112,0.014711420606703595,7.865153960907861,-0.23757166666666799,2180.5782421466874,0.02850014422612789,4.537098639385377,-0.08651644194070064,2960.575132316315,-0.01092975490867948,4.0814457610980055,-0.2375716666666665,277.59646446713475,0.02681400935185804,3.5730764324917375,-0.06806301050175029,473.9978359582431,-0.023401730517692353,3.455606081542074,-0.2375716666666664,36.174283670238225,-0.1283144120443902,4.250358714445501,-0.04189482470784688,62.280301799587505,-0.17628076620188127,4.146328776649722,0.26002680614265444,0.1907148103645542,0.11032146045237738,0.05313844928731357,0.09368760014548674,0.07061731751239601,0.09465006879238956,0.06100174331745476,0.047977114747918284,0.017864629237455503
