,power4,amp1mean,power7,amp10dstd,power1,power9,amp100dstd,amp10skew,amp1000dstd,amp1dskew
LanaDelRey\08 Radio.mp3,-0.30023992015395046,0.12433238689149508,-0.7506761488135063,1.504290060449825,0.5874703385550265,-1.2424807690042274,0.08974321172088733,0.2973745373947943,1.1935336418794795,-0.5445293502384864
LanaDelRey\09 Carmen.mp3,-0.11902823326927171,0.38287521688636356,-1.1113369144713003,-0.353852596665238,1.4198254902142293,-1.4088721696232278,1.421749945914578,-0.405078671359143,2.6278290832869584,-0.31304971708778817
LanaDelRey\10 Million Dollar Man.mp3,-0.21225500117790802,0.4534062858438066,-0.41896752993660247,1.2442757725506601,-0.20737731542930268,-1.3970535044620735,0.07543309867736915,0.588350927745694,-0.1199486650573531,-0.3266845720560515
LanaDelRey\11 Summertime Sadness.mp3,0.09768128333939362,0.2925328337635582,-0.37717542519836605,0.4154114159870703,-0.20012313116624578,-0.05757077787888269,0.6226817888814565,-0.17092619436521353,0.7191354968725073,-0.9112227648347545
LanaDelRey\12 This Is What Makes Us Girls.mp3,0.3162672035058555,0.31062246292953444,-0.6319262047078519,0.5077818776144986,0.33811008702754114,-1.3570917231173043,0.05931350617881259,0.7240232483372872,0.02339216273839657,-0.8499668549861803
RageAgainstTheMachine\01 Bombtrack.mp3,-0.6584276496228593,0.2799188025496949,-0.053486226491375216,-0.7285679049396003,0.015081668856351566,-0.2553914171928006,0.16719201488958393,-0.7367489352681659,0.43695718286243324,-0.16168512653218078
RageAgainstTheMachine\02 Killing In the Name.mp3,-0.6466042072197996,0.27468421169790536,1.0887963003527006,-0.5515647308550479,0.11794378286038165,0.9389221124641787,-0.3535244665514368,-0.01661525067555406,-0.3619134195929523,-0.4060931877239058
RageAgainstTheMachine\03 Take the Power Back.mp3,0.018927309699375432,0.254338210396448,0.06275510872929335,-0.5625047846936578,-0.24984424801386954,0.6111978384497051,0.03699749244965114,0.6618334727251929,-0.014761299153873466,-0.7747620514234348
RageAgainstTheMachine\04 Settle for Nothing.mp3,-0.4136817628278975,0.2662300918758987,0.4068046696392543,-1.6267703762136791,0.06593527164657874,0.14986141897722852,-0.2962333400774461,-3.197728007742194,-0.38227797934689994,-0.4312508787534899
RageAgainstTheMachine\05 Bullet In the Head.mp3,0.18585510437468483,0.2022645337981635,0.42095122862788376,-0.1826092792372744,0.8497045949936829,-0.34641292863635814,0.5844218798448618,0.25285825605497825,0.19999709763565632,-0.4577340157269726
RageAgainstTheMachine\06 Know Your Enemy.mp3,-0.006625598732815684,0.2528499536577525,0.9510961228782882,-1.0144647517293082,0.043888665825450146,0.40717319383097617,-0.447669857846733,-1.518920330699103,-0.23293371225418372,-0.9252221936428762
RageAgainstTheMachine\07 Wake Up.mp3,0.1610687372801264,0.25127419921549615,0.4739401951670651,-0.746767298822339,0.5321277358726408,-0.2946103297906288,-0.10671161842286667,0.5014507499829054,-0.25271290992550816,-0.2842255851672054
RageAgainstTheMachine\08 Fistful of Steel.mp3,-0.6313571743222025,0.267454301841787,0.5294318961861142,-1.50970374657471,0.7125540024600017,0.4329654754020554,-0.12495050084626785,-1.6040756433541234,-0.11956921147409715,-0.7610500650593814
RageAgainstTheMachine\09 Township Rebellion.mp3,-1.1721002940208312,0.24065397123803517,0.4871430417142141,-1.5881028399301773,-0.11257991993012871,-0.09767031155891841,0.016275872289528755,0.3774904701999549,-0.12339491619319763,-0.6116355270574511
RageAgainstTheMachine\10 Freedom.mp3,-0.798692170841449,0.2507240891407484,0.23491975681668137,-1.5979739122571217,0.4472695786524385,0.3616749013865547,0.21372790824546928,2.003236221401263,0.33437168127967987,-0.6845771373425507
